1, 20, 4.477062216021369E12, 2014-07-23 21:14:41, 2014-07-23 21:15:05, org.apache.spark.mllib.clustering.KMeansModel@14a0cb16
25, 20, 1.2250575933088956E11, 2014-07-23 21:15:14, 2014-07-23 21:15:20, org.apache.spark.mllib.clustering.KMeansModel@1e14775c
37, 20, 5.9178515066331055E10, 2014-07-23 21:15:20, 2014-07-23 21:15:26, org.apache.spark.mllib.clustering.KMeansModel@170a0487
40, 20, 5.967428611173654E10, 2014-07-23 21:15:32, 2014-07-23 21:15:38, org.apache.spark.mllib.clustering.KMeansModel@3f4ee455
41, 20, 5.578072841191458E10, 2014-07-23 21:15:38, 2014-07-23 21:15:44, org.apache.spark.mllib.clustering.KMeansModel@143906e6
42, 20, 5.0378695096408035E10, 2014-07-23 21:15:44, 2014-07-23 21:15:49, org.apache.spark.mllib.clustering.KMeansModel@1b6a7413
43, 20, 4.226707644702229E10, 2014-07-23 21:15:26, 2014-07-23 21:15:32, org.apache.spark.mllib.clustering.KMeansModel@279f741
44, 20, 4.448979207088634E10, 2014-07-23 21:15:56, 2014-07-23 21:16:02, org.apache.spark.mllib.clustering.KMeansModel@13af4141
46, 20, 4.265166731277183E10, 2014-07-23 21:15:49, 2014-07-23 21:15:56, org.apache.spark.mllib.clustering.KMeansModel@29d6045
50, 20, 4.344414598330335E10, 2014-07-23 21:15:05, 2014-07-23 21:15:14, org.apache.spark.mllib.clustering.KMeansModel@58087a79
